alert_id,object_id,epoch_day,ra,dec,band,flux,flux_err,mag,mag_err,is_injection,injection_id
13430,102219,15,156.91982853975304,14.59264273821502,g,2.411770592683202,0.16076364908252838,21.04416001150967,0.07237293412046332,0,
12694,102101,10,118.27640562064238,-74.57091048549897,g,2.607755855688839,0.24449157386243187,20.959332676800017,0.10179379059648172,0,
12988,102146,28,105.5796709705294,45.99300454968093,g,0.4536411389585532,0.031592761657136925,22.858218919607857,0.07561352398108219,0,
3349,100559,27,17.002310279568313,-75.48822860835901,g,28.30273697257977,2.775748777363046,18.370428911665094,0.10648196129639094,0,
17218,102853,21,198.88876608761458,-89.65640626882964,g,2.812465165592094,0.13927977328926597,20.877282119743132,0.05376816548724241,0,
9926,101644,7,227.15895083440387,85.403166927858,g,1.0928237861272958,0.1454921745077827,21.903624652037394,0.144548575330595,0,
2281,100380,6,83.58427806609784,39.36516968655701,g,2.55723978355627,0.16989598759119615,20.98057136942052,0.07213333139779875,0,
15807,102626,28,244.28034105256293,-70.88901926985727,g,2.724945648450829,0.29485667837232143,20.91160538925996,0.11748365370353535,0,
26793,104447,25,303.6052020207109,-59.849504485529124,g,3.2066420467072563,0.2563424434841189,20.734873792738767,0.08679492991513227,0,
4540,100751,19,287.9023805851008,-62.14823838444559,g,6.276020292103823,0.5238027359190673,20.00578915222243,0.09061659587911429,0,
5455,100899,23,303.83989107371866,72.95429973286278,g,1.8892656105594887,0.09889732316381614,21.309267451553726,0.05683499647295303,0,
29510,200095,15,255.29555643899707,-69.12795440574156,g,75.6038267696281,7.5864475587976825,17.303640554141424,0.10894793467510734,1,inj_95
15356,102547,29,189.047103204311,-5.778329580172894,g,1.2576599909487458,0.09751282877658086,21.75109188691895,0.08418269595365457,0,
12783,102114,29,198.62590343950166,71.4121688732289,g,0.3873624958574655,0.023284307906968116,23.02970607410538,0.06526345830504346,0,
27485,104562,1,18.741251540811575,40.73329717247756,g,0.34646496540585286,0.028771981142110277,23.15085168689986,0.09016433038767378,0,
28417,104717,0,346.9253305585303,-29.718347220607072,g,0.2398668764898474,0.02067842265302358,23.550074300364358,0.09359905152485125,0,
26779,104446,4,159.62098694428576,53.43113313235281,g,16.01129710513406,0.7696113588414897,18.988933709117436,0.05218783402747367,0,
7505,101244,28,93.19318167491896,76.94432290472866,g,0.31130436754666047,0.026429500323326652,23.26703696549141,0.09217816505706868,0,
2533,100422,23,216.07903464399234,-41.70040827852144,g,5.233720344370996,0.3116323252070064,20.202973717299592,0.06464818060332765,0,
13346,102206,25,68.40469493745255,84.26160235331977,g,0.6660754509948066,0.06467131342421527,22.441191431221636,0.10541746627812355,0,
1122,100188,9,322.73022861334636,24.519389160482064,g,0.6940089202465304,0.035232157921411274,22.396587368569698,0.05511864229849341,0,
217,100037,18,263.0341836861286,-6.262989788930739,g,32.27483669937239,2.059949090702685,18.227839866127166,0.06929737022582626,0,
18598,103084,18,244.7544478396442,-78.66504190903888,g,29.24485707695037,2.0987284563351434,18.334876241858932,0.07791679278867666,0,
20139,103336,21,93.57754356840178,3.674230706515857,g,0.6905819122581572,0.06764247757888786,22.40196200222717,0.10634782866928626,0,
19405,103218,13,358.2875297798396,-74.17902766791005,g,33.01809165287274,2.487713012484135,18.203120078180994,0.08180364004977064,0,
27452,104556,28,87.43730128475762,-24.35963143380461,g,8.249997009782637,0.6158203397111655,19.708865522150855,0.08104468858086034,0,
22124,103669,18,305.78210697529295,15.190543432881228,g,0.20703653174140282,0.02247523598053745,23.709882540532643,0.11786411417010896,0,
6925,101151,28,44.87686871644401,-23.647855250953285,g,30.190958758138123,2.8651882020665305,18.300307737750487,0.10303874710805405,0,
7647,101268,12,78.62399118351371,-16.373883396599794,g,12.83787946316394,0.9612828176900126,19.22876676572658,0.08129843882493751,0,
29933,200168,17,45.34374265992289,-6.008315561383711,g,1.415862945097397,0.11955726588693782,21.62244696030957,0.09168094451854804,1,inj_168
7397,101228,14,87.2264721682898,-46.42411268410928,g,39.938316940238074,2.4562975510005174,17.996525602229152,0.06677525206609501,0,
8647,101431,7,112.47891229069216,84.7632117341874,g,4.8397249951897905,0.271567308623169,20.28794828827756,0.06092297791588396,0,
12705,102103,3,330.95405117736243,68.87312594745231,g,28.228556838024975,1.47322912649336,18.37327831059292,0.056663831938563516,0,
13352,102207,12,163.46910919841068,6.19830787775453,g,0.4732461623286047,0.038317025274584,22.81228224787863,0.08790812247593281,0,
5466,100901,28,310.3522693798013,-20.55334953446925,g,0.16041924093716217,0.01479722709470126,23.98685885739709,0.10014936545572035,0,
20099,103329,27,351.78484330642385,-32.13374698785211,g,0.848838109813324,0.052793421682505406,22.17793782597566,0.06752728068060551,0,
12471,102065,18,139.3740194039996,49.44969028866012,g,3.1717618422350378,0.2842204986841361,20.74674857489125,0.09729245161052968,0,
10353,101716,6,175.6388393134074,89.97167759742484,g,0.30249258593158046,0.016676643123011443,23.29821316350422,0.059857451238754085,0,
27920,104634,1,306.09847133638596,3.5458564525478096,g,0.19199219586493022,0.019551820047925876,23.791791060549016,0.11056761343509658,0,
28322,104700,19,214.08964398545152,-24.22881673617816,g,0.6510992107482464,0.04745316433549481,22.465882077741863,0.07913021195368225,0,
9410,101561,8,48.71261479063402,53.68944260765849,g,0.7028432043334736,0.047680741397669965,22.3828538748167,0.07365612541456351,0,
10507,101740,9,61.122953276378816,-38.30047156587336,g,3.0481681285116764,0.2507290979109545,20.78990270547713,0.08930795405999746,0,
24550,104080,3,201.9491184861572,67.54102331511152,g,12.194729894439323,1.0245018345065227,19.284569536480014,0.0912147085826041,0,
26181,104344,24,182.70821886505036,33.91657222637427,g,27.791219791484814,1.7087911671135723,18.390230977687235,0.06675836650662467,0,
8310,101374,24,123.8145120014017,-18.0538190950854,g,4.880449918043467,0.4255283962109887,20.2788503487242,0.09466577747490733,0,
26372,104376,25,156.75503053511375,75.08742231975856,g,0.13904768333602527,0.014206145648500238,24.14209060621796,0.11092688702601128,0,
29575,200106,24,175.02240391758008,-13.619506936144788,g,3.3845744248303307,0.1970119425744595,20.676239828944,0.06319937811193005,1,inj_106
21079,103498,6,167.58592677635357,29.138853460704937,g,0.33189709308880694,0.03180600929079946,23.197491378323058,0.10404711741977898,0,
26755,104441,16,277.8722241583537,-42.44547573303857,g,0.7146311650567624,0.06249243727847264,22.364795120356746,0.09494450423446767,0,
11264,101867,11,224.1790967453593,65.72133559358676,g,3.9755402174518637,0.3298098627799642,20.50150962191008,0.09007241509835226,0,
18270,103027,8,309.37666800688174,86.48797708136448,g,26.745093638035506,1.3918596266991936,18.431889693112694,0.05650353702629438,0,
15486,102569,5,99.68215224637218,16.14552949178345,g,1.3780704579173928,0.1328577540152332,21.651821443184723,0.1046742369292088,0,
27982,104643,6,195.17990600413964,54.261522931522535,g,3.5938555241034673,0.19259512639488577,20.6110984646629,0.05818472673273644,0,
22273,103693,18,122.15474963859126,-0.08744155508676954,g,0.39485489292668996,0.022189545888090453,23.008906189914747,0.06101480257537213,0,
10899,101807,27,153.77206895927742,2.0380359352948005,g,0.40573475797045383,0.022296514227135775,22.979394465280667,0.059664922121532675,0,
15403,102556,25,271.8392628108245,-7.969018839939494,g,1.146912776124387,0.1088899839372766,21.851174023441768,0.10308176903891282,0,
24348,104048,16,41.1698880580981,-68.37049937987379,g,0.6650490927301677,0.04647911813131625,22.44286573668472,0.07588020474283244,0,
4751,100785,24,292.0892456709861,-32.152592410719386,g,14.954230389733537,0.7817497422461728,19.063089831889585,0.05675811968228808,0,
19376,103212,27,179.81542505965643,82.39694819047338,g,0.5822814699537998,0.03685156595880967,22.58716757575358,0.0687143270533519,0,
18766,103113,3,327.2700600251423,-35.14608246427181,g,21.036089670558876,1.3827215099344177,18.692587466467813,0.07136643872243675,0,
16711,102773,9,273.7785461671437,-65.38329812222295,g,0.3402095984481179,0.01870341378427664,23.170633594131658,0.05968959603371751,0,
7918,101312,21,268.67823677738585,-67.10419255526446,g,6.3130617982421,0.3273736850673343,19.999399898412722,0.056302547594522974,0,
821,100136,18,101.44704614273728,-41.84513455529838,g,2.1255372536359087,0.2104592486491476,21.18132819721126,0.10750375016655163,0,
3154,100528,15,139.69765114157659,19.225410228438022,g,1.086603861596023,0.05487783876590708,21.909821889735365,0.054834018627090246,0,
13593,102247,22,354.1799072614748,-83.96236186484069,g,1.650910659517336,0.10770208539016767,21.455691070822464,0.07083124260051984,0,
9687,101606,7,277.6422689762964,12.745115564401729,g,2.5102194102996247,0.18466290478153932,21.000720791398727,0.0798715843620972,0,
8574,101417,13,256.90831644613417,14.670806197502685,g,0.38447336252596387,0.034418744864027316,23.037834360126418,0.0971970520290174,0,
8153,101348,27,297.7009878384655,-44.8532160565402,g,1.689616522745023,0.1030139438148332,21.430529630408408,0.06619606691166494,0,
2034,100342,3,343.28647346842706,-57.03563311708143,g,1.3032570594730142,0.11940482101094828,21.71242478477791,0.09947549200053667,0,
20841,103458,5,309.79386048174706,-33.995976498878925,g,40.039189579031074,3.933794928694803,17.993786803813236,0.10667207855812025,0,
2532,100422,8,216.07903464399234,-41.70040827852144,g,4.9760156177882005,0.25217357328288564,20.257795663081566,0.055022732930680704,0,
1710,100282,23,213.295105667493,-36.398326818726204,g,28.22442910274724,2.2079182057136357,18.373437084537926,0.08493410883037375,0,
7339,101218,0,63.26344707988469,-88.1171403771235,g,3.859461918584561,0.24595540425011922,20.53368309977038,0.06919168857823907,0,
12681,102098,19,28.816840306549352,-79.74169500497705,g,2.8170387265267425,0.16039289235826873,20.875517956548972,0.0618182379175016,0,
16658,102763,0,281.6636967264923,-66.24757441345352,g,0.28721433503730837,0.020678017343294317,23.354484719982157,0.0781676585512866,0,
14321,102374,27,191.02492247228096,-63.481446242532776,g,2.435006965227832,0.2119514612674886,21.03374948041893,0.09450624923693852,0,
17564,102908,18,247.87593873785016,87.65123926808292,g,22.68468715093244,2.069863622757252,18.610668014497243,0.09906796858985983,0,
26486,104396,11,235.1097685165054,-89.71918549234948,g,7.215117387752036,0.7958975404005474,19.854391496686556,0.11976725096084029,0,
10114,101676,7,78.02716312643646,-4.185602216045311,g,0.24376215920457442,0.019507124906675687,23.532584279646084,0.08688629864056188,0,
